,text
140,"['persecut', 'presid', 'daniel', 'henning', 'wall', 'street', 'journal', 'thank', 'peopl', 'start', 'see', 'understand', 'witch', 'hunt', 'jeff', 'session', 'asham', 'allow', 'total', 'hoax', 'get', 'start', 'first', 'place']"
141,"['look', 'though', 'gener', 'flynn', 'defens', 'incident', 'someth', 'larger', 'prosecut', 'figur', 'find', 'path', 'donald', 'trump', 'without', 'quit', 'know', 'crime', 'might', 'stop', 'look', 'like', 'prosecut', 'look', 'like']"
142,"['requir', 'televis', 'watch', 'last', 'week', 'interview', 'wonder', 'wife', 'rod', 'blagojevich', 'regan', 'interview', 'jerom', 'corsi', 'tell', 'someth', 'go', 'countri', 'noth', 'sad']"
143,"['requir', 'televis', 'watch', 'last', 'week', 'interview', 'wonder', 'wife', 'interview', 'jerom', 'corsi', 'tell', 'someth', 'go', 'countri', 'noth', 'sad']"
144,"['democrat', 'polici', 'child', 'seper', 'border', 'obama', 'administr', 'far', 'wors', 'way', 'handl', 'rememb', 'pictur', 'children', 'cage', 'obama', 'year', 'howev', 'separ', 'far', 'peopl', 'come', 'smuggler', 'use', 'kid']"
145,"['judg', 'ken', 'starr', 'former', 'solicitor', 'generel', 'amp', 'independ', 'counsel', 'state', 'two', 'year', 'evid', 'proof', 'collus', 'amp', 'evid', 'campaign', 'financ', 'violat', 'involv', 'presid', 'thank', 'judg']"
146,"['request', 'mani', 'review', 'case', 'u', 'militari', 'hero', 'major', 'matt', 'golsteyn', 'charg', 'murder', 'could', 'face', 'death', 'penalti', 'govern', 'admit', 'kill', 'terrorist', 'bomb', 'maker', 'oversea']"
147,"['rememb', 'michael', 'cohen', 'becam', 'rat', 'fbi', 'someth', 'absolut', 'unthink', 'amp', 'unheard', 'witch', 'hunt', 'illeg', 'start', 'broke', 'attorney', 'offic', 'break', 'dnc', 'get', 'server', 'crook', 'offic']"
148,"['miss', 'text', 'messag', 'fire', 'fbi', 'agent', 'peter', 'love', 'lisa', 'page', 'lover', 'report', 'eras', 'wipe', 'clean', 'outrag', 'total', 'compromis', 'conflict', 'witch', 'hunt', 'move', 'ever', 'slowli', 'forward', 'want']"
149,"['real', 'scandal', 'one', 'side', 'coverag', 'hour', 'hour', 'network', 'like', 'nbc', 'amp', 'democrat', 'spin', 'machin', 'like', 'saturday', 'night', 'live', 'noth', 'less', 'unfair', 'news', 'coverag', 'dem', 'commerci', 'test', 'court', 'legal', 'defam', 'amp', 'belittl', 'collus']"
150,"['wow', 'text', 'lisa', 'page', 'lover', 'peter', 'fbi', 'charg', 'russia', 'hoax', 'report', 'wipe', 'clean', 'gone', 'big', 'stori', 'never', 'cover', 'fake', 'news', 'witch', 'hunt']"
151,"['pathet', 'dishonest', 'weekli', 'standard', 'run', 'fail', 'prognost', 'bill', 'kristol', 'like', 'mani', 'other', 'never', 'clue', 'flat', 'broke', 'busi', 'bad', 'may', 'rest', 'peac']"
152,"['never', 'histori', 'countri', 'press', 'dishonest', 'today', 'stori', 'good', 'bad', 'stori', 'bad', 'horribl', 'mani', 'stori', 'like', 'real', 'stori', 'russia', 'clinton', 'amp', 'dnc', 'seldom', 'get', 'report', 'bad']"
153,"['trump', 'administr', 'announc', 'new', 'secretari', 'interior', 'next', 'week']"
154,"['secretari', 'interior', 'leav', 'administr', 'end', 'year', 'serv', 'period', 'almost', 'two', 'year', 'ryan', 'accomplish', 'much', 'tenur', 'want', 'thank', 'servic', 'nation']"
155,"['wow', 'surprisingli', 'obamacar', 'rule', 'unconstitut', 'highli', 'respect', 'judg', 'texa', 'great', 'news', 'america']"
156,"['predict', 'along', 'obamacar', 'struck', 'unconstitut', 'disast', 'congress', 'must', 'pass', 'strong', 'law', 'provid', 'great', 'healthcar', 'protect', 'pre', 'exist', 'condit', 'mitch', 'nanci', 'get', 'done']"
157,"['record', 'mani', 'peopl', 'want', 'white', 'hous', 'chief', 'staff', 'mick', 'great', 'job']"
158,"['look', 'forward', 'work', 'new', 'capac', 'continu', 'make', 'america', 'great', 'john', 'stay', 'end', 'year', 'great', 'patriot', 'want', 'person', 'thank', 'servic']"
159,"['pleas', 'announc', 'mick', 'mulvaney', 'director', 'offic', 'manag', 'amp', 'budget', 'name', 'act', 'white', 'hous', 'chief', 'staff', 'replac', 'gener', 'john', 'kelli', 'serv', 'countri', 'distinct', 'mick', 'done', 'outstand', 'job', 'administr']"
160,"['thank', 'cook', 'agre', 'expand', 'oper', 'u', 'therebi', 'creat', 'thousand', 'job']"
161,"['mani', 'peopl', 'ask', 'negoti', 'north', 'korea', 'alway', 'repli', 'say', 'hurri', 'wonder', 'potenti', 'great', 'econom', 'success', 'countri']"
162,"['kim', 'jong', 'un', 'see', 'better', 'anyon', 'fulli', 'take', 'advantag', 'peopl', 'fine']"
163,"['china', 'announc', 'economi', 'grow', 'much', 'slower', 'anticip', 'trade', 'war', 'suspend', 'u', 'tariff', 'hike', 'u', 'well', 'china', 'want', 'make', 'big', 'comprehens', 'deal', 'could', 'happen', 'rather', 'soon']"
164,"['china', 'announc', 'economi', 'grow', 'much', 'slower', 'anticip', 'trade', 'war', 'suspend', 'u', 'tariff', 'hike', 'u', 'well', 'china', 'want', 'make', 'big', 'comprehens', 'deal', 'could', 'happen', 'rather', 'soon']"
165,"['let', 'shutdown', 'democrat', 'right', 'american', 'peopl']"
166,"['today', 'honor', 'welcom', 'nation', 'newli', 'elect', 'governor']"
167,"['happi', 'nd', 'birthday', 'entir', 'nation', 'forev', 'grate', 'love', 'guard']"
168,"['interview', 'air', 'pme', 'enjoy']"
169,"['probabl', 'given', 'pass', 'despit', 'terribl', 'rate', 'congratul', 'great', 'ambassador', 'germani', 'courag', 'take', 'horribl', 'issu']"
170,"['conserv', 'said', 'craze', 'mika', 'brzezinski', 'state', 'show', 'yesterday', 'use', 'certain', 'horribl', 'term', 'person', 'would', 'ban', 'perman', 'televis']"
171,"['witch', 'hunt']"
172,"['gave', 'gener', 'flynn', 'great', 'deal', 'embarrass', 'way', 'treat', 'fbi', 'said', 'lie', 'overrod', 'fbi', 'want', 'scare', 'everybodi', 'make', 'stori', 'true', 'catch', 'smallest', 'misstat', 'sad']"
173,"['guilti', 'even', 'civil', 'basi', 'charg', 'agre', 'order', 'embarrass', 'presid', 'get', 'much', 'reduc', 'prison', 'sentenc', 'includ', 'fact', 'famili', 'temporarili', 'let', 'hook', 'lawyer', 'michael', 'great', 'liabil']"
174,"['guilti', 'even', 'civil', 'base', 'charg', 'agre', 'order', 'embarrass', 'presid', 'get', 'much', 'reduc', 'prison', 'sentenc', 'includ', 'fact', 'famili', 'temporarili', 'let', 'hook', 'lawyer', 'michael', 'great', 'liabil']"
175,"['state', 'noth', 'wrong', 'respect', 'campaign', 'financ', 'law', 'even', 'appli', 'campaign', 'financ', 'cohen', 'guilti', 'mani', 'charg', 'unrel', 'plead', 'two', 'campaign', 'charg', 'crimin', 'probabl']"
176,"['never', 'direct', 'michael', 'cohen', 'break', 'law', 'lawyer', 'suppos', 'know', 'law', 'call', 'advic', 'counsel', 'lawyer', 'great', 'liabil', 'mistak', 'made', 'get', 'paid', 'despit', 'mani', 'campaign', 'financ', 'lawyer', 'strongli']"
177,"['often', 'state', 'one', 'way', 'mexico', 'go', 'pay', 'wall', 'never', 'chang', 'new', 'deal', 'mexico', 'canada', 'usmca', 'much', 'better', 'old', 'costli', 'amp', 'anti', 'usa', 'nafta', 'deal', 'money', 'save', 'mexico', 'pay', 'wall']"
178,"['melania', 'interview', 'tonight', 'pme']"
179,"['democrat', 'presid', 'obama', 'gave', 'iran', 'billion', 'dollar', 'got', 'noth', 'give', 'billion', 'dollar', 'nation', 'secur', 'wall']"
180,"['anoth', 'bad', 'terror', 'attack', 'franc', 'go', 'strengthen', 'border', 'even', 'chuck', 'nanci', 'must', 'give', 'us', 'vote', 'get', 'addit', 'border', 'secur']"
181,"['thank', 'leader', 'mcconnel', 'agre', 'bring', 'senat', 'vote', 'crimin', 'justic', 'week', 'histor', 'chang', 'make', 'commun', 'safer', 'save', 'tremend', 'taxpay', 'dollar', 'bring', 'much', 'need', 'hope', 'mani', 'famili', 'holiday', 'season']"
182,"['care', 'think', 'presid', 'cannot', 'bleed', 'fbi', 'comey', 'confirm', 'bia', 'fbi', 'chri', 'swecker']"
183,"['jame', 'comey', 'total', 'expos', 'partisan', 'stanc', 'urg', 'fellow', 'democrat', 'take', 'back', 'white', 'hous', 'word', 'democrat', 'comey', 'right', 'head', 'fbi', 'time', 'especi', 'mind', 'explod']"
184,"['fake', 'news', 'purpos', 'wrong', 'mani', 'ten', 'vy', 'want', 'white', 'hous', 'chief', 'staff', 'posit', 'someon', 'want', 'one', 'truli', 'great', 'meaning', 'job', 'washington', 'pleas', 'report', 'news', 'correctli', 'thank']"
185,"['product', 'convers', 'go', 'china', 'watch', 'import', 'announc']"
186,"['great', 'job', 'michael', 'anton', 'true', 'nation', 'secur', 'expert']"
187,"['peopl', 'yet', 'realiz', 'much', 'wall', 'includ', 'realli', 'effect', 'renov', 'alreadi', 'built', 'democrat', 'give', 'us', 'vote', 'secur', 'countri', 'militari', 'build', 'remain', 'section', 'wall', 'know', 'import']"
188,"['look', 'forward', 'meet', 'chuck', 'schumer', 'amp', 'nanci', 'pelosi', 'democrat', 'vote', 'wall', 'right', 'today', 'longer', 'want', 'border', 'secur', 'fight', 'cost', 'nanci', 'must', 'get', 'vote', 'speaker', 'wall', 'get', 'built']"
189,"['howev', 'strictli', 'polit', 'reason', 'pull', 'far', 'left', 'want', 'border', 'secur', 'want', 'open', 'border', 'anyon', 'come', 'bring', 'larg', 'scale', 'crime', 'diseas', 'southern', 'border', 'secur', 'remain', 'way']"
190,"['ice', 'border', 'patrol', 'militari', 'done', 'fantast', 'job', 'secur', 'southern', 'border', 'great', 'wall', 'would', 'howev', 'far', 'easier', 'amp', 'less', 'expens', 'solut', 'alreadi', 'built', 'larg', 'new', 'section', 'amp', 'fulli', 'renov', 'other', 'make', 'like', 'new', 'democrat']"
191,"['despit', 'larg', 'caravan', 'form', 'head', 'countri', 'peopl', 'abl', 'get', 'newli', 'built', 'wall', 'makeshift', 'wall', 'amp', 'fenc', 'border', 'patrol', 'offic', 'amp', 'militari', 'stay', 'mexico', 'go', 'back', 'origin', 'countri']"
192,"['former', 'fbi', 'director', 'jame', 'comey', 'fire', 'testimoni', 'acknowledg', 'knew', 'democrat', 'paid', 'phoni', 'trump', 'dossier', 'detail', 'tuesday', 'night']"
193,"['jame', 'comey', 'behind', 'close', 'door', 'testimoni', 'reveal', 'evid', 'campaign', 'collus', 'russia', 'left', 'fbi', 'word', 'witch', 'hunt', 'illeg', 'never', 'start']"
194,"['even', 'civil', 'case', 'like', 'obama', 'done', 'correctli', 'lawyer', 'would', 'even', 'fine', 'lawyer', 'liabil', 'made', 'mistak', 'cohen', 'tri', 'get', 'sentenc', 'reduc', 'witch', 'hunt']"
195,"['democrat', 'find', 'smock', 'gun', 'tie', 'trump', 'campaign', 'russia', 'jame', 'comey', 'testimoni', 'smock', 'gun', 'collus', 'collus', 'dem', 'go', 'simpl', 'privat', 'transact', 'wrongli', 'call', 'campaign', 'contribut']"
196,"['process', 'interview', 'realli', 'great', 'peopl', 'posit', 'white', 'hous', 'chief', 'staff', 'fake', 'news', 'say', 'certainti', 'nick', 'ayer', 'spectacular', 'person', 'alway', 'maga', 'agenda', 'make', 'decis', 'soon']"
197,"['trump', 'administr', 'accomplish', 'u', 'administr', 'first', 'two', 'even', 'year', 'exist', 'amp', 'great', 'time', 'despit', 'fake', 'news', 'media', 'gone', 'total', 'mind', 'truli', 'enemi', 'peopl']"
198,"['leakin', 'jame', 'comey', 'must', 'set', 'record', 'lie', 'congress', 'one', 'day', 'friday', 'testimoni', 'untruth', 'whole', 'deal', 'rig', 'fraud', 'head', 'dishonest', 'peopl', 'would', 'anyth', 'could', 'becom', 'presid', 'expos']"
199,"['occas', 'former', 'fbi', 'director', 'jame', 'comey', 'told', 'hous', 'investig', 'know', 'recal', 'rememb', 'thing', 'ask', 'open', 'investig', 'american', 'know', 'sign', 'know', 'christoph', 'steel', 'lie']"
200,"['honor', 'attend', 'today', 'armynavygam', 'philadelphia', 'great', 'game', 'play', 'around', 'hero', 'congratul', 'footbal', 'win']"
201,['armynavygam']
202,"['great', 'honor', 'head', 'armi', 'navi', 'game', 'today', 'shortli', 'land']"
203,"['left', 'right', 'woke', 'dream', 'scream', 'lie', 'next', 'time', 'go', 'vietnam', 'ask', 'dick', 'travel']"
204,"['watch', 'da', 'nang', 'dick', 'blumenth', 'televis', 'spew', 'fact', 'almost', 'accur', 'braveri', 'vietnam', 'never', 'saw', 'bullet', 'whizz', 'da', 'nang', 'dick', 'head', 'save', 'soldier']"
205,"['sad', 'day', 'amp', 'night', 'pari', 'mayb', 'time', 'end', 'ridicul', 'extrem', 'expens', 'pari', 'agreement', 'return', 'money', 'back', 'peopl', 'form', 'lower', 'tax', 'u', 'way', 'ahead', 'curv', 'major', 'countri', 'emiss', 'went', 'last', 'year']"
206,"['collus', 'illus', 'smoke', 'gun', 'late', 'date', 'gone', 'million', 'spent', 'russian', 'collus', 'noth', 'impeach', 'time', 'witch', 'hunt', 'end']"
207,"['pleas', 'announc', 'nomin', 'four', 'star', 'gener', 'mark', 'milley', 'chief', 'staff', 'unit', 'state', 'armi', 'chairman', 'joint', 'chief', 'staff', 'replac', 'gener', 'joe', 'dunford', 'retir']"
208,"['thank', 'incred', 'men', 'servic', 'countri', 'date', 'transit', 'determin']"
209,"['two', 'year', 'million', 'page', 'document', 'cost', 'collus']"
210,"['idea', 'european', 'militari', 'work', 'well', 'w', 'w', 'u', 'alway', 'ask', 'pay', 'fair', 'share', 'nato', 'germani', 'pay', 'u', 'pay', 'much', 'larger', 'gdp', 'protect', 'europ', 'fair']"
211,"['pari', 'agreement', 'work', 'well', 'pari', 'protest', 'riot', 'franc', 'peopl', 'want', 'pay', 'larg', 'sum', 'money', 'much', 'third', 'world', 'countri', 'question', 'run', 'order', 'mayb', 'protect', 'environ', 'chant', 'want', 'trump', 'love', 'franc']"
213,"['total', 'clear', 'presid', 'thank']"
214,"['report', 'leakin', 'jame', 'comey', 'told', 'depart', 'justic', 'attorney', 'answer', 'import', 'question', 'total', 'bia', 'corrupt', 'highest', 'level', 'previou', 'administr', 'forc', 'answer', 'question', 'oath']"
215,"['hope', 'mitch', 'mcconnel', 'ask', 'vote', 'crimin', 'justic', 'reform', 'extrem', 'popular', 'strong', 'bipartisan', 'support', 'also', 'help', 'lot', 'peopl', 'save', 'taxpay', 'dollar', 'keep', 'commun', 'safe', 'go', 'mitch']"
216,"['mike', 'pompeo', 'great', 'job', 'proud', 'predecessor', 'rex', 'tillerson', 'mental', 'capac', 'need', 'dumb', 'rock', 'get', 'rid', 'fast', 'enough', 'lazi', 'hell', 'whole', 'new', 'ballgam', 'great', 'spirit', 'state']"
218,"['one', 'highli', 'respect', 'lawyer', 'legal', 'mind', 'countri', 'great', 'addit', 'team', 'look', 'forward', 'join', 'success', 'administr']"
219,"['pleas', 'announc', 'nomin', 'honor', 'william', 'p', 'barr', 'posit', 'attorney', 'gener', 'unit', 'state', 'former', 'ag', 'georg', 'h', 'w', 'bush']"
220,"['pleas', 'announc', 'heather', 'nauert', 'spokeswoman', 'unit', 'state', 'depart', 'state', 'nomin', 'serv', 'unit', 'nation', 'ambassador', 'want', 'congratul', 'heather', 'thank', 'ambassador', 'nikki', 'haley', 'great', 'servic', 'countri']"
221,"['major', 'counter', 'report', 'mueller', 'report', 'never', 'allow', 'happen', 'futur', 'presid', 'unit', 'state']"
222,"['today', 'honor', 'perish', 'year', 'ago', 'pearl', 'harbor', 'salut', 'everi', 'veteran', 'serv', 'world', 'war', 'ii', 'year', 'follow', 'horrif', 'attack', 'god', 'bless', 'america']"
223,"['incorrectli', 'report', 'rudi', 'giuliani', 'other', 'counter', 'mueller', 'report', 'fake', 'news', 'alreadi', 'page', 'done', 'obvious', 'cannot', 'complet', 'see', 'final', 'witch', 'hunt', 'report']"
224,"['china', 'talk', 'go', 'well']"
225,"['lie', 'leak', 'peopl', 'report', 'amp', 'also', 'bruce', 'ohr', 'love', 'wife', 'molli', 'comey', 'brennan', 'clapper', 'amp', 'mani', 'fire', 'peopl', 'fbi', 'list', 'report', 'corrupt', 'within', 'dnc', 'amp', 'clinton', 'campaign', 'expos', 'much']"
226,"['foundat', 'list', 'top', 'report', 'scath', 'document', 'written', 'lyin', 'jame', 'comey', 'man', 'charg', 'case', 'rod', 'rosenstein', 'also', 'sign', 'fisa', 'warrant', 'big', 'part', 'report', 'rod', 'therefor', 'total', 'conflict']"
227,"['overturn', 'unit', 'state', 'suprem', 'court', 'thing', 'peopl', 'substanti', 'amp', 'mani', 'contribut', 'made', 'angri', 'democrat', 'campaign', 'crook', 'hillari', 'list', 'top', 'report', 'peopl', 'work', 'clinton']"
228,"['robert', 'mueller', 'big', 'time', 'conflict', 'interest', 'list', 'top', 'republican', 'report', 'andrew', 'weissman', 'horribl', 'viciou', 'prosecutori', 'past', 'list', 'report', 'wrongli', 'destroy', 'peopl', 'live', 'took', 'great', 'compani']"
229,"['robert', 'mueller', 'leakin', 'lyin', 'jame', 'comey', 'best', 'friend', 'one', 'mani', 'mueller', 'conflict', 'interest', 'bye', 'way', 'woman', 'charg', 'prosecut', 'jerom', 'corsi', 'know', 'charg', 'legal', 'corrupt', 'clinton', 'foundat', 'total', 'witch', 'hunt']"
230,"['arizona', 'togeth', 'militari', 'border', 'patrol', 'brace', 'massiv', 'surg', 'non', 'wall', 'area', 'let', 'big', 'danger', 'nanci', 'chuck', 'must', 'approv', 'boarder', 'secur', 'wall']"
231,"['fake', 'news', 'enemi', 'peopl']"
232,"['trish', 'regan', 'fbi', 'follow', 'protocol', 'obtain', 'fisa', 'warrant', 'think', 'dossier', 'opposit', 'research', 'fund', 'oppon', 'use', 'govern', 'resourc', 'take', 'polit', 'foe', 'weapon', 'govern', 'gain', 'realli', 'america', 'witch', 'hunt']"
233,"['jerom', 'corsi', 'justic', 'america', 'polit', 'prosecut', 'special', 'prosecutor', 'counsel', 'get', 'plea', 'deal', 'demand', 'lie', 'violat', 'law', 'crimin', 'alon', 'angri', 'dem', 'peopl', 'forc', 'lie', 'sad', 'regan']"
234,"['statement', 'china', 'team', 'side', 'smooth', 'commun', 'good', 'cooper', 'full', 'confid', 'agreement', 'reach', 'within', 'next', 'day', 'agre']"
235,"['fake', 'news', 'media', 'ever', 'mention', 'fact', 'republican', 'import', 'help', 'campaign', 'ralli', 'unit', 'state', 'senat', 'hear', 'open', 'border', 'dem', 'hous', 'senat', 'alon', 'approv', 'judg', 'amp', 'other', 'big', 'republican', 'win']"
236,"['thought', 'prayer', 'crew', 'member', 'involv', 'mid', 'air', 'collis', 'coast', 'japan', 'thank', 'immedi', 'respons', 'rescu', 'effort', 'whatev', 'need']"
237,"['without', 'phoni', 'russia', 'witch', 'hunt', 'accomplish', 'last', 'almost', 'two', 'year', 'tax', 'amp', 'regul', 'cut', 'judg', 'militari', 'vet', 'etc', 'approv', 'rate', 'would', 'rather', 'report', 'rasmussen', 'call', 'presidenti', 'harass']"
238,"['work', 'hard', 'thank']"
239,"['doug', 'wead', 'truli', 'great', 'presidenti', 'historian', 'wonder', 'take', 'beauti', 'moment', 'histori', 'funer', 'servic', 'today', 'presid', 'bush', 'doug', 'abl', 'brilliantli', 'cover', 'import', 'interest', 'period', 'time']"
240,"['hope', 'opec', 'keep', 'oil', 'flow', 'restrict', 'world', 'want', 'see', 'need', 'higher', 'oil', 'price']"
241,"['look', 'forward', 'bush', 'famili', 'funer', 'day', 'celebr', 'great', 'man', 'led', 'long', 'distinguish', 'life', 'miss']"
242,"['consid', 'worst', 'danger', 'addict', 'deadli', 'substanc', 'last', 'year', 'peopl', 'die', 'fentanyl', 'china', 'crack', 'horror', 'drug', 'use', 'death', 'penalti', 'distributor', 'pusher', 'result', 'incred']"
243,"['one', 'excit', 'thing', 'come', 'meet', 'presid', 'xi', 'china', 'promis', 'crimin', 'sale', 'deadli', 'fentanyl', 'come', 'unit', 'state', 'consid', 'control', 'substanc', 'could', 'game', 'changer']"
244,"['strong', 'signal', 'sent', 'china', 'return', 'home', 'long', 'trip', 'includ', 'stop', 'argentina', 'sound', 'naiv', 'anyth', 'believ', 'presid', 'xi', 'meant', 'everi', 'word', 'said', 'long', 'hope', 'histor', 'meet', 'subject', 'discuss']"
245,"['china', 'agre', 'start', 'immedi', 'buy', 'u', 'product']"
246,"['china', 'offici', 'echo', 'presid', 'donald', 'trump', 'optim', 'bilater', 'trade', 'talk', 'chines', 'offici', 'begun', 'prepar', 'restart', 'import', 'u', 'soybean', 'amp', 'liquifi', 'natur', 'ga', 'first', 'sign', 'confirm', 'claim', 'presid', 'donald', 'trump', 'white', 'hous']"
247,"['china', 'want', 'tariff']"
